date_of_record,station_name,month_num,season,avg_temp,min_temp,max_temp,temp_range,wind_speed,air_pressure,barometric_depression,elevation,elevation_vulnerability,latitude,longitude,rainfall,rainfall_rolling_3d,rainfall_rolling_7d,rainfall_lag1,rainfall_delta_1d,doy_sin,doy_cos,month_sin,month_cos,flood_risk_score,inundation_depth_cm,risk_category
2022-08-07,Bombay / Santacruz,8,Monsoon,26.8,25.0,31.3,6.3,9.7,999.6,13.65,8,7.0,19.1167,72.85,16.0,65.8,108.7,24.9,-8.9,-0.5857,-0.8105,-0.866,-0.5,0.0894,17.0,LOW
2022-08-08,Bombay / Santacruz,8,Monsoon,26.8,24.2,28.1,3.9,10.5,998.5,14.75,8,7.0,19.1167,72.85,34.0,74.9,139.7,16.0,18.0,-0.5996,-0.8003,-0.866,-0.5,0.2043,3.1,LOW
2022-08-09,Bombay / Santacruz,8,Monsoon,26.9,25.0,28.0,3.0,21.7,996.9,16.35,8,7.0,19.1167,72.85,124.0,174.0,252.8,34.0,90.0,-0.6132,-0.7899,-0.866,-0.5,0.9885,51.4,HIGH
2022-08-10,Bombay / Santacruz,8,Monsoon,26.9,24.3,28.0,3.7,17.2,996.7,16.55,8,7.0,19.1167,72.85,37.1,195.1,281.0,124.0,-86.9,-0.6267,-0.7792,-0.866,-0.5,0.5181,41.2,LOW
2022-08-11,Bombay / Santacruz,8,Monsoon,27.7,24.8,29.6,4.8,19.7,998.3,14.95,8,7.0,19.1167,72.85,31.0,192.1,291.9,37.1,-6.1,-0.64,-0.7683,-0.866,-0.5,0.442,22.5,LOW
2022-08-12,Bombay / Santacruz,8,Monsoon,27.2,24.6,29.5,4.9,19.0,1001.9,11.35,8,7.0,19.1167,72.85,30.0,98.1,297.0,31.0,-1.0,-0.6532,-0.7572,-0.866,-0.5,0.4505,16.6,LOW
2022-08-13,Bombay / Santacruz,8,Monsoon,27.7,25.0,30.7,5.7,17.4,1003.9,9.35,8,7.0,19.1167,72.85,22.1,83.1,294.2,30.0,-7.9,-0.6661,-0.7459,-0.866,-0.5,0.3015,24.7,LOW
2022-08-14,Bombay / Santacruz,8,Monsoon,27.7,24.8,30.3,5.5,15.9,1005.6,7.65,8,7.0,19.1167,72.85,10.9,63.0,289.1,22.1,-11.2,-0.6788,-0.7343,-0.866,-0.5,0.2012,22.2,LOW
2022-08-15,Bombay / Santacruz,8,Monsoon,27.4,26.0,29.3,3.3,14.9,1005.6,7.65,8,7.0,19.1167,72.85,11.9,44.9,267.0,10.9,1.0,-0.6914,-0.7225,-0.866,-0.5,0.2554,10.1,LOW
2022-08-16,Bombay / Santacruz,8,Monsoon,26.7,25.0,28.0,3.0,14.8,1004.7,8.55,8,7.0,19.1167,72.85,7.9,30.7,150.9,11.9,-4.0,-0.7037,-0.7105,-0.866,-0.5,0.0928,4.9,SAFE
2022-08-17,Bombay / Santacruz,8,Monsoon,27.2,25.0,30.0,5.0,16.2,1006.1,7.15,8,7.0,19.1167,72.85,56.9,76.7,170.7,7.9,49.0,-0.7158,-0.6983,-0.866,-0.5,0.6109,16.7,MODERATE
2022-08-18,Bombay / Santacruz,8,Monsoon,27.6,24.6,30.3,5.7,15.5,1006.6,6.65,8,7.0,19.1167,72.85,11.9,76.7,151.6,56.9,-45.0,-0.7277,-0.6859,-0.866,-0.5,0.1385,12.0,LOW
2022-08-19,Bombay / Santacruz,8,Monsoon,27.6,25.4,30.5,5.1,14.4,1006.9,6.35,8,7.0,19.1167,72.85,6.1,74.9,127.7,11.9,-5.8,-0.7394,-0.6733,-0.866,-0.5,0.2585,12.8,LOW
2022-08-20,Bombay / Santacruz,8,Monsoon,27.0,24.6,29.0,4.4,14.5,1006.8,6.45,8,7.0,19.1167,72.85,22.1,40.1,127.7,6.1,16.0,-0.7509,-0.6605,-0.866,-0.5,0.3679,3.9,LOW
2022-08-21,Bombay / Santacruz,8,Monsoon,27.6,25.6,30.5,4.9,15.9,1005.9,7.35,8,7.0,19.1167,72.85,5.1,33.3,121.9,22.1,-17.0,-0.7621,-0.6474,-0.866,-0.5,0.0,0.2,SAFE
2022-08-22,Bombay / Santacruz,8,Monsoon,27.6,26.0,29.9,3.9,15.9,1004.5,8.75,8,7.0,19.1167,72.85,4.1,31.3,114.1,5.1,-1.0,-0.7731,-0.6342,-0.866,-0.5,0.0781,10.7,SAFE
2022-08-23,Bombay / Santacruz,8,Monsoon,27.6,25.0,32.5,7.5,15.3,1004.5,8.75,8,7.0,19.1167,72.85,11.9,21.1,118.1,4.1,7.8,-0.7839,-0.6208,-0.866,-0.5,0.2577,6.2,LOW
2022-08-24,Bombay / Santacruz,8,Monsoon,27.3,25.4,30.4,5.0,14.1,1007.1,6.15,8,7.0,19.1167,72.85,9.9,25.9,71.1,11.9,-2.0,-0.7945,-0.6073,-0.866,-0.5,0.2565,10.5,LOW
2022-08-25,Bombay / Santacruz,8,Monsoon,27.8,25.4,30.7,5.3,10.2,1007.1,6.15,8,7.0,19.1167,72.85,3.0,24.8,62.2,9.9,-6.9,-0.8048,-0.5935,-0.866,-0.5,0.0809,0.0,SAFE
2022-08-26,Bombay / Santacruz,8,Monsoon,28.1,25.6,30.8,5.2,10.7,1007.2,6.05,8,7.0,19.1167,72.85,0.0,12.9,56.1,3.0,-3.0,-0.8149,-0.5796,-0.866,-0.5,0.0,0.8,SAFE
2022-08-27,Bombay / Santacruz,8,Monsoon,28.5,24.8,31.2,6.4,11.0,1007.5,5.75,8,7.0,19.1167,72.85,0.0,3.0,34.0,0.0,0.0,-0.8248,-0.5655,-0.866,-0.5,0.0,0.0,SAFE
2022-08-28,Bombay / Santacruz,8,Monsoon,28.5,24.6,31.4,6.8,10.3,1007.2,6.05,8,7.0,19.1167,72.85,0.0,0.0,28.9,0.0,0.0,-0.8344,-0.5512,-0.866,-0.5,0.0,0.0,SAFE
2022-08-29,Bombay / Santacruz,8,Monsoon,28.2,24.4,31.1,6.7,8.6,1008.3,4.95,8,7.0,19.1167,72.85,2.0,2.0,26.8,0.0,2.0,-0.8437,-0.5368,-0.866,-0.5,0.0,0.0,SAFE
2022-08-30,Bombay / Santacruz,8,Monsoon,29.1,25.2,31.5,6.3,9.8,1008.2,5.05,8,7.0,19.1167,72.85,0.3,2.3,15.2,2.0,-1.7,-0.8528,-0.5222,-0.866,-0.5,0.0,0.0,SAFE
2022-08-31,Bombay / Santacruz,8,Monsoon,28.8,26.9,32.2,5.3,9.2,1006.6,6.65,8,7.0,19.1167,72.85,0.0,2.3,5.3,0.3,-0.3,-0.8617,-0.5074,-0.866,-0.5,0.0,0.0,SAFE
2022-09-01,Bombay / Santacruz,9,Monsoon,28.8,23.8,31.4,7.6,10.2,1006.5,6.75,8,7.0,19.1167,72.85,9.9,10.2,12.2,0.0,9.9,-0.8703,-0.4925,-1.0,-0.0,0.1775,5.8,LOW
2022-09-02,Bombay / Santacruz,9,Monsoon,29.2,25.6,33.7,8.1,8.6,1006.7,6.55,8,7.0,19.1167,72.85,0.0,9.9,12.2,9.9,-9.9,-0.8786,-0.4775,-1.0,-0.0,0.0301,4.6,SAFE
2022-09-03,Bombay / Santacruz,9,Monsoon,29.4,25.4,33.0,7.6,8.8,1006.9,6.35,8,7.0,19.1167,72.85,2.0,11.9,14.2,0.0,2.0,-0.8867,-0.4623,-1.0,-0.0,0.1458,0.0,SAFE
2022-09-04,Bombay / Santacruz,9,Monsoon,28.6,24.7,31.1,6.4,7.6,1007.2,6.05,8,7.0,19.1167,72.85,94.0,96.0,108.2,2.0,92.0,-0.8945,-0.447,-1.0,-0.0,0.5861,59.4,MODERATE
2022-09-05,Bombay / Santacruz,9,Monsoon,28.9,26.2,31.4,5.2,11.1,1007.5,5.75,8,7.0,19.1167,72.85,5.1,101.1,111.3,94.0,-88.9,-0.9021,-0.4315,-1.0,-0.0,0.0018,19.6,SAFE
2022-09-06,Bombay / Santacruz,9,Monsoon,29.1,25.8,31.0,5.2,9.8,1007.0,6.25,8,7.0,19.1167,72.85,0.0,99.1,111.0,5.1,-5.1,-0.9094,-0.4159,-1.0,-0.0,0.1508,5.2,SAFE
2022-09-07,Bombay / Santacruz,9,Monsoon,28.1,25.0,32.1,7.1,10.6,1006.2,7.05,8,7.0,19.1167,72.85,1.0,6.1,112.0,0.0,1.0,-0.9164,-0.4002,-1.0,-0.0,0.0675,0.0,SAFE
2022-09-08,Bombay / Santacruz,9,Monsoon,27.6,24.2,32.0,7.8,8.8,1005.3,7.95,8,7.0,19.1167,72.85,25.9,26.9,128.0,1.0,24.9,-0.9232,-0.3844,-1.0,-0.0,0.1876,24.9,LOW
2022-09-09,Bombay / Santacruz,9,Monsoon,27.9,24.0,31.7,7.7,7.9,1003.8,9.45,8,7.0,19.1167,72.85,63.0,89.9,191.0,25.9,37.1,-0.9296,-0.3685,-1.0,-0.0,0.3749,12.0,MODERATE
2022-09-10,Bombay / Santacruz,9,Monsoon,28.2,25.0,32.0,7.0,7.1,1004.1,9.15,8,7.0,19.1167,72.85,7.9,96.8,196.9,63.0,-55.1,-0.9358,-0.3524,-1.0,-0.0,0.0407,14.0,SAFE
2022-09-11,Bombay / Santacruz,9,Monsoon,28.5,24.6,31.6,7.0,6.9,1001.9,11.35,8,7.0,19.1167,72.85,8.9,79.8,111.8,7.9,1.0,-0.9418,-0.3363,-1.0,-0.0,0.1569,4.1,LOW
2022-09-12,Bombay / Santacruz,9,Monsoon,27.8,25.2,30.5,5.3,9.2,1000.6,12.65,8,7.0,19.1167,72.85,2.0,18.8,108.7,8.9,-6.9,-0.9474,-0.32,-1.0,-0.0,0.1791,9.5,SAFE
2022-09-13,Bombay / Santacruz,9,Monsoon,26.7,24.5,28.0,3.5,10.6,1002.5,10.75,8,7.0,19.1167,72.85,93.0,103.9,201.7,2.0,91.0,-0.9528,-0.3037,-1.0,-0.0,0.7994,38.7,HIGH
2022-09-14,Bombay / Santacruz,9,Monsoon,27.8,24.9,30.1,5.2,13.9,1005.5,7.75,8,7.0,19.1167,72.85,22.1,117.1,222.8,93.0,-70.9,-0.9579,-0.2873,-1.0,-0.0,0.4575,19.7,LOW
2022-09-15,Bombay / Santacruz,9,Monsoon,27.4,25.4,30.1,4.7,16.0,1006.7,6.55,8,7.0,19.1167,72.85,22.1,137.2,219.0,22.1,0.0,-0.9627,-0.2707,-1.0,-0.0,0.2773,9.2,LOW
2022-09-16,Bombay / Santacruz,9,Monsoon,26.5,24.4,28.0,3.6,13.6,1005.8,7.45,8,7.0,19.1167,72.85,39.1,83.3,195.1,22.1,17.0,-0.9672,-0.2541,-1.0,-0.0,0.246,17.0,LOW
2022-09-17,Bombay / Santacruz,9,Monsoon,27.3,24.4,30.4,6.0,15.4,1006.2,7.05,8,7.0,19.1167,72.85,0.0,61.2,187.2,39.1,-39.1,-0.9714,-0.2375,-1.0,-0.0,0.1906,0.0,SAFE
2022-09-18,Bombay / Santacruz,9,Monsoon,25.8,23.8,27.0,3.2,10.9,1008.3,4.95,8,7.0,19.1167,72.85,55.9,95.0,234.2,0.0,55.9,-0.9753,-0.2207,-1.0,-0.0,0.5354,25.6,MODERATE
2022-09-19,Bombay / Santacruz,9,Monsoon,25.6,23.3,27.0,3.7,5.9,1009.2,4.05,8,7.0,19.1167,72.85,17.0,72.9,249.2,55.9,-38.9,-0.979,-0.2039,-1.0,-0.0,0.283,5.9,LOW
2022-09-20,Bombay / Santacruz,9,Monsoon,25.8,22.7,28.4,5.7,7.6,1008.7,4.55,8,7.0,19.1167,72.85,19.1,92.0,175.3,17.0,2.1,-0.9824,-0.187,-1.0,-0.0,0.0687,4.9,LOW
2022-09-21,Bombay / Santacruz,9,Monsoon,25.1,23.2,26.4,3.2,8.7,1008.9,4.35,8,7.0,19.1167,72.85,0.0,36.1,153.2,19.1,-19.1,-0.9854,-0.1701,-1.0,-0.0,0.0098,9.3,SAFE
2022-09-22,Bombay / Santacruz,9,Monsoon,24.1,23.0,26.0,3.0,5.1,1009.1,4.15,8,7.0,19.1167,72.85,0.5,19.6,131.6,0.0,0.5,-0.9882,-0.1531,-1.0,-0.0,0.0754,0.0,SAFE
2022-09-23,Bombay / Santacruz,9,Monsoon,26.7,22.4,31.0,8.6,9.4,1008.8,4.45,8,7.0,19.1167,72.85,6.1,6.6,98.6,0.5,5.6,-0.9907,-0.1361,-1.0,-0.0,0.1382,0.0,SAFE
2022-09-24,Bombay / Santacruz,9,Monsoon,27.3,24.0,31.1,7.1,8.4,1007.8,5.45,8,7.0,19.1167,72.85,23.9,30.5,122.5,6.1,17.8,-0.9929,-0.1191,-1.0,-0.0,0.2925,7.6,LOW
2022-09-25,Bombay / Santacruz,9,Monsoon,27.6,24.1,31.5,7.4,9.1,1008.0,5.25,8,7.0,19.1167,72.85,0.8,30.8,67.4,23.9,-23.1,-0.9948,-0.102,-1.0,-0.0,0.112,3.8,SAFE
2022-09-26,Bombay / Santacruz,9,Monsoon,27.3,24.6,30.0,5.4,9.0,1009.7,3.55,8,7.0,19.1167,72.85,0.0,24.7,50.4,0.8,-0.8,-0.9964,-0.0848,-1.0,-0.0,0.1184,0.0,SAFE
2022-09-27,Bombay / Santacruz,9,Monsoon,27.7,24.4,30.0,5.6,6.4,1008.7,4.55,8,7.0,19.1167,72.85,3.0,3.8,34.3,0.0,3.0,-0.9977,-0.0677,-1.0,-0.0,0.0763,2.8,SAFE
2022-09-28,Bombay / Santacruz,9,Monsoon,28.1,24.6,31.1,6.5,7.9,1007.5,5.75,8,7.0,19.1167,72.85,0.5,3.5,34.8,3.0,-2.5,-0.9987,-0.0505,-1.0,-0.0,0.0,0.0,SAFE
2022-09-29,Bombay / Santacruz,9,Monsoon,28.3,25.6,30.0,4.4,6.3,1007.1,6.15,8,7.0,19.1167,72.85,10.9,14.4,45.2,0.5,10.4,-0.9994,-0.0333,-1.0,-0.0,0.1556,16.1,LOW
2022-09-30,Bombay / Santacruz,9,Monsoon,29.2,25.6,32.1,6.5,8.2,1007.7,5.55,8,7.0,19.1167,72.85,2.0,13.4,41.1,10.9,-8.9,-0.9999,-0.0161,-1.0,-0.0,0.0837,4.0,SAFE
2023-07-01,Bombay / Santacruz,7,Monsoon,27.9,24.2,29.0,4.8,15.2,1006.3,6.95,8,7.0,19.1167,72.85,111.0,123.9,128.2,2.0,109.0,0.0108,-0.9999,-0.5,-0.866,0.7593,54.6,HIGH
2023-07-02,Bombay / Santacruz,7,Monsoon,27.8,26.0,30.2,4.2,11.7,1005.3,7.95,8,7.0,19.1167,72.85,22.1,135.1,149.5,111.0,-88.9,-0.0065,-1.0,-0.5,-0.866,0.3684,21.2,LOW
2023-07-03,Bombay / Santacruz,7,Monsoon,29.1,26.4,31.0,4.6,11.9,1003.3,9.95,8,7.0,19.1167,72.85,45.0,178.1,194.5,22.1,22.9,-0.0237,-0.9997,-0.5,-0.866,0.5897,31.5,MODERATE
2023-07-04,Bombay / Santacruz,7,Monsoon,27.3,25.4,29.0,3.6,5.3,1001.7,11.55,8,7.0,19.1167,72.85,20.1,87.2,211.6,45.0,-24.9,-0.0408,-0.9992,-0.5,-0.866,0.3061,24.2,LOW
2023-07-05,Bombay / Santacruz,7,Monsoon,27.2,26.0,29.0,3.0,6.5,1000.2,13.05,8,7.0,19.1167,72.85,89.9,155.0,301.0,20.1,69.8,-0.058,-0.9983,-0.5,-0.866,0.7687,42.2,MODERATE
2023-07-06,Bombay / Santacruz,7,Monsoon,26.9,22.5,28.0,5.5,10.7,1001.6,11.65,8,7.0,19.1167,72.85,69.1,179.1,359.2,89.9,-20.8,-0.0752,-0.9972,-0.5,-0.866,0.8018,38.5,MODERATE
2023-07-07,Bombay / Santacruz,7,Monsoon,27.9,25.4,30.4,5.0,14.2,1002.5,10.75,8,7.0,19.1167,72.85,54.1,213.1,411.3,69.1,-15.0,-0.0923,-0.9957,-0.5,-0.866,0.6647,35.4,MODERATE
2023-07-08,Bombay / Santacruz,7,Monsoon,29.3,25.8,31.1,5.3,15.9,1004.5,8.75,8,7.0,19.1167,72.85,63.0,186.2,363.3,54.1,8.9,-0.1094,-0.994,-0.5,-0.866,0.5728,43.8,MODERATE
2023-07-09,Bombay / Santacruz,7,Monsoon,28.7,25.6,31.2,5.6,14.7,1005.6,7.65,8,7.0,19.1167,72.85,7.1,124.2,348.3,63.0,-55.9,-0.1265,-0.992,-0.5,-0.866,0.3612,17.5,LOW
2023-07-10,Bombay / Santacruz,7,Monsoon,29.7,26.2,31.6,5.4,15.9,1006.2,7.05,8,7.0,19.1167,72.85,13.0,83.1,316.3,7.1,5.9,-0.1436,-0.9896,-0.5,-0.866,0.0929,0.0,SAFE
2023-07-11,Bombay / Santacruz,7,Monsoon,29.4,27.0,31.8,4.8,13.8,1006.5,6.75,8,7.0,19.1167,72.85,6.1,26.2,302.3,13.0,-6.9,-0.1606,-0.987,-0.5,-0.866,0.0029,7.7,SAFE
2023-07-12,Bombay / Santacruz,7,Monsoon,29.1,27.6,30.2,2.6,14.0,1005.1,8.15,8,7.0,19.1167,72.85,0.0,19.1,212.4,6.1,-6.1,-0.1775,-0.9841,-0.5,-0.866,0.1106,3.4,SAFE
2023-07-13,Bombay / Santacruz,7,Monsoon,29.0,28.0,31.0,3.0,13.9,1004.6,8.65,8,7.0,19.1167,72.85,1.0,7.1,144.3,0.0,1.0,-0.1944,-0.9809,-0.5,-0.866,0.1165,0.0,SAFE
2023-07-14,Bombay / Santacruz,7,Monsoon,26.6,25.0,29.0,4.0,8.9,1006.5,6.75,8,7.0,19.1167,72.85,53.1,54.1,143.3,1.0,52.1,-0.2113,-0.9774,-0.5,-0.866,0.2626,28.2,LOW
2023-07-15,Bombay / Santacruz,7,Monsoon,29.4,24.8,31.0,6.2,12.3,1006.9,6.35,8,7.0,19.1167,72.85,52.1,106.2,132.4,53.1,-1.0,-0.2281,-0.9736,-0.5,-0.866,0.4263,32.7,LOW
2023-07-16,Bombay / Santacruz,7,Monsoon,28.6,26.4,31.4,5.0,14.7,1006.0,7.25,8,7.0,19.1167,72.85,4.1,109.3,129.4,52.1,-48.0,-0.2448,-0.9696,-0.5,-0.866,0.1675,5.5,SAFE
2023-07-17,Bombay / Santacruz,7,Monsoon,26.7,25.0,28.0,3.0,12.1,1004.8,8.45,8,7.0,19.1167,72.85,25.9,82.1,142.3,4.1,21.8,-0.2614,-0.9652,-0.5,-0.866,0.2482,19.2,LOW
2023-07-18,Bombay / Santacruz,7,Monsoon,27.3,24.4,28.0,3.6,13.9,1003.4,9.85,8,7.0,19.1167,72.85,119.9,149.9,256.1,25.9,94.0,-0.278,-0.9606,-0.5,-0.866,0.9701,47.9,HIGH
2023-07-19,Bombay / Santacruz,7,Monsoon,27.2,24.8,28.0,3.2,15.6,1001.1,12.15,8,7.0,19.1167,72.85,53.1,198.9,309.2,119.9,-66.8,-0.2945,-0.9557,-0.5,-0.866,0.6847,44.0,MODERATE
2023-07-20,Bombay / Santacruz,7,Monsoon,27.3,25.0,28.0,3.0,13.3,1001.7,11.55,8,7.0,19.1167,72.85,99.1,272.1,407.3,53.1,46.0,-0.3109,-0.9505,-0.5,-0.866,0.9483,17.4,HIGH
2023-07-21,Bombay / Santacruz,7,Monsoon,26.6,25.0,28.0,3.0,12.5,1003.9,9.35,8,7.0,19.1167,72.85,29.0,181.2,383.2,99.1,-70.1,-0.3272,-0.945,-0.5,-0.866,0.4061,24.0,LOW
2023-07-22,Bombay / Santacruz,7,Monsoon,26.6,23.8,28.0,4.2,13.9,1004.3,8.95,8,7.0,19.1167,72.85,204.0,332.1,535.1,29.0,175.0,-0.3434,-0.9392,-0.5,-0.866,1.0,88.5,HIGH
2023-07-23,Bombay / Santacruz,7,Monsoon,26.9,24.9,29.0,4.1,13.6,1003.3,9.95,8,7.0,19.1167,72.85,49.0,282.0,580.0,204.0,-155.0,-0.3595,-0.9332,-0.5,-0.866,0.8638,58.5,MODERATE
2023-07-24,Bombay / Santacruz,7,Monsoon,27.3,25.0,28.0,3.0,13.1,1003.8,9.45,8,7.0,19.1167,72.85,101.1,354.1,655.2,49.0,52.1,-0.3755,-0.9268,-0.5,-0.866,1.0,43.5,HIGH
2023-07-25,Bombay / Santacruz,7,Monsoon,27.1,24.8,28.0,3.2,16.3,1005.5,7.75,8,7.0,19.1167,72.85,55.9,206.0,591.2,101.1,-45.2,-0.3914,-0.9202,-0.5,-0.866,0.561,14.5,MODERATE
2023-07-26,Bombay / Santacruz,7,Monsoon,26.3,25.0,28.0,3.0,14.7,1006.5,6.75,8,7.0,19.1167,72.85,86.1,243.1,624.2,55.9,30.2,-0.4071,-0.9134,-0.5,-0.866,0.9174,63.7,HIGH
2023-07-27,Bombay / Santacruz,7,Monsoon,26.3,24.4,28.2,3.8,15.8,1006.9,6.35,8,7.0,19.1167,72.85,145.0,287.0,670.1,86.1,58.9,-0.4228,-0.9062,-0.5,-0.866,1.0,50.0,HIGH
2023-07-28,Bombay / Santacruz,7,Monsoon,26.7,24.6,28.0,3.4,15.7,1007.1,6.15,8,7.0,19.1167,72.85,119.1,350.2,760.2,145.0,-25.9,-0.4383,-0.8988,-0.5,-0.866,1.0,40.8,HIGH
2023-07-29,Bombay / Santacruz,7,Monsoon,27.6,24.6,29.2,4.6,15.0,1007.5,5.75,8,7.0,19.1167,72.85,36.1,300.2,592.3,119.1,-83.0,-0.4537,-0.8912,-0.5,-0.866,0.7232,31.0,MODERATE
2023-07-30,Bombay / Santacruz,7,Monsoon,28.3,25.6,30.0,4.4,14.8,1006.7,6.55,8,7.0,19.1167,72.85,24.9,180.1,568.2,36.1,-11.2,-0.469,-0.8832,-0.5,-0.866,0.3635,17.4,LOW
2023-07-31,Bombay / Santacruz,7,Monsoon,28.4,25.4,30.6,5.2,14.2,1005.9,7.35,8,7.0,19.1167,72.85,9.9,70.9,477.0,24.9,-15.0,-0.4841,-0.875,-0.5,-0.866,0.1664,0.0,LOW
2023-08-01,Bombay / Santacruz,8,Monsoon,28.3,25.8,30.6,4.8,17.8,1006.1,7.15,8,7.0,19.1167,72.85,3.0,37.8,424.1,9.9,-6.9,-0.4991,-0.8666,-0.866,-0.5,0.1311,0.6,SAFE
2023-08-02,Bombay / Santacruz,8,Monsoon,28.7,26.8,30.8,4.0,15.0,1006.8,6.45,8,7.0,19.1167,72.85,2.0,14.9,340.0,3.0,-1.0,-0.5139,-0.8578,-0.866,-0.5,0.0266,3.3,SAFE
2023-08-03,Bombay / Santacruz,8,Monsoon,28.3,26.8,30.0,3.2,16.2,1006.2,7.05,8,7.0,19.1167,72.85,1.0,6.0,196.0,2.0,-1.0,-0.5286,-0.8489,-0.866,-0.5,0.1309,0.9,SAFE
2023-08-04,Bombay / Santacruz,8,Monsoon,28.4,26.5,30.0,3.5,17.6,1007.2,6.05,8,7.0,19.1167,72.85,4.1,7.1,81.0,1.0,3.1,-0.5431,-0.8397,-0.866,-0.5,0.2741,1.3,LOW
2023-08-05,Bombay / Santacruz,8,Monsoon,28.8,26.0,30.0,4.0,16.1,1009.1,4.15,8,7.0,19.1167,72.85,6.1,11.2,51.0,4.1,2.0,-0.5575,-0.8302,-0.866,-0.5,0.0148,2.0,SAFE
2023-08-06,Bombay / Santacruz,8,Monsoon,28.6,27.0,30.4,3.4,16.2,1008.7,4.55,8,7.0,19.1167,72.85,0.3,10.5,26.4,6.1,-5.8,-0.5717,-0.8205,-0.866,-0.5,0.0,6.4,SAFE
2023-08-07,Bombay / Santacruz,8,Monsoon,28.7,27.5,31.0,3.5,15.2,1007.2,6.05,8,7.0,19.1167,72.85,3.0,9.4,19.5,0.3,2.7,-0.5857,-0.8105,-0.866,-0.5,0.0,0.7,SAFE
2023-08-08,Bombay / Santacruz,8,Monsoon,28.9,27.0,31.0,4.0,16.2,1007.4,5.85,8,7.0,19.1167,72.85,0.0,3.3,16.5,3.0,-3.0,-0.5996,-0.8003,-0.866,-0.5,0.0,0.0,SAFE
2023-08-09,Bombay / Santacruz,8,Monsoon,28.8,27.0,31.4,4.4,14.2,1009.5,3.75,8,7.0,19.1167,72.85,0.5,3.5,15.0,0.0,0.5,-0.6132,-0.7899,-0.866,-0.5,0.0,0.0,SAFE
2023-08-10,Bombay / Santacruz,8,Monsoon,28.6,26.0,31.3,5.3,14.5,1010.1,3.15,8,7.0,19.1167,72.85,2.0,2.5,16.0,0.5,1.5,-0.6267,-0.7792,-0.866,-0.5,0.0822,3.6,SAFE
2023-08-11,Bombay / Santacruz,8,Monsoon,28.7,26.2,31.3,5.1,15.6,1009.6,3.65,8,7.0,19.1167,72.85,5.1,7.6,17.0,2.0,3.1,-0.64,-0.7683,-0.866,-0.5,0.0975,9.4,SAFE
2023-08-12,Bombay / Santacruz,8,Monsoon,28.7,25.8,31.6,5.8,14.6,1009.3,3.95,8,7.0,19.1167,72.85,2.0,9.1,12.9,5.1,-3.1,-0.6532,-0.7572,-0.866,-0.5,0.0,0.0,SAFE
2023-08-13,Bombay / Santacruz,8,Monsoon,28.9,26.8,31.2,4.4,16.1,1007.8,5.45,8,7.0,19.1167,72.85,1.0,8.1,13.6,2.0,-1.0,-0.6661,-0.7459,-0.866,-0.5,0.0,2.1,SAFE
2023-08-14,Bombay / Santacruz,8,Monsoon,29.1,27.0,31.0,4.0,16.3,1008.1,5.15,8,7.0,19.1167,72.85,1.0,4.0,11.6,1.0,0.0,-0.6788,-0.7343,-0.866,-0.5,0.0,0.0,SAFE
2023-08-15,Bombay / Santacruz,8,Monsoon,29.0,27.0,30.4,3.4,13.8,1008.3,4.95,8,7.0,19.1167,72.85,0.0,2.0,11.6,1.0,-1.0,-0.6914,-0.7225,-0.866,-0.5,0.0,0.0,SAFE
2023-08-16,Bombay / Santacruz,8,Monsoon,29.0,28.0,31.2,3.2,14.4,1009.3,3.95,8,7.0,19.1167,72.85,4.2,5.2,15.3,0.0,4.2,-0.7037,-0.7105,-0.866,-0.5,0.0308,1.7,SAFE
2023-08-17,Bombay / Santacruz,8,Monsoon,29.0,28.0,31.0,3.0,15.2,1009.2,4.05,8,7.0,19.1167,72.85,4.4,8.6,17.7,4.2,0.2,-0.7158,-0.6983,-0.866,-0.5,0.0,0.0,SAFE
2023-08-18,Bombay / Santacruz,8,Monsoon,29.2,27.0,31.0,4.0,13.9,1008.1,5.15,8,7.0,19.1167,72.85,0.5,9.1,13.1,4.4,-3.9,-0.7277,-0.6859,-0.866,-0.5,0.1123,0.0,SAFE
2023-08-19,Bombay / Santacruz,8,Monsoon,28.6,26.0,30.0,4.0,14.1,1006.6,6.65,8,7.0,19.1167,72.85,4.1,9.0,15.2,0.5,3.6,-0.7394,-0.6733,-0.866,-0.5,0.2142,3.4,LOW
2023-08-20,Bombay / Santacruz,8,Monsoon,28.7,26.0,30.0,4.0,14.1,1006.6,6.65,8,7.0,19.1167,72.85,2.0,6.6,16.2,4.1,-2.1,-0.7509,-0.6605,-0.866,-0.5,0.0958,0.0,SAFE
2023-08-21,Bombay / Santacruz,8,Monsoon,28.2,25.4,31.2,5.8,13.5,1007.2,6.05,8,7.0,19.1167,72.85,4.1,10.2,19.3,2.0,2.1,-0.7621,-0.6474,-0.866,-0.5,0.0,3.5,SAFE
2023-08-22,Bombay / Santacruz,8,Monsoon,27.6,25.2,29.0,3.8,8.5,1007.3,5.95,8,7.0,19.1167,72.85,24.9,31.0,44.2,4.1,20.8,-0.7731,-0.6342,-0.866,-0.5,0.2223,8.1,LOW
2023-08-23,Bombay / Santacruz,8,Monsoon,28.3,25.2,30.2,5.0,12.4,1007.2,6.05,8,7.0,19.1167,72.85,6.1,35.1,46.1,24.9,-18.8,-0.7839,-0.6208,-0.866,-0.5,0.0,0.0,SAFE
